time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2018-09-11T09:30:00-04:00,2871.57,2892.52,2866.78,2889.09,55.36264130937597,54.098788924591055,NaN,NaN
2018-09-11T13:30:00-04:00,2888.9,2891.67,2886.89,2887.89,54.60485764156657,53.34014877067234,NaN,NaN
2018-09-12T09:30:00-04:00,2888.29,2894.65,2879.2,2888.62,55.00830519810328,52.8646734015206,NaN,NaN
2018-09-12T13:30:00-04:00,2888.63,2892.06,2882.63,2888.92,55.1845791997882,52.23878585960099,NaN,NaN
2018-09-13T09:30:00-04:00,2896.85,2906.76,2896.39,2902.51,62.37584791652583,52.578217654543224,NaN,NaN
2018-09-13T13:30:00-04:00,2902.5,2905.02,2900.07,2904.18,63.15819706062282,52.823927149613496,NaN,NaN
2018-09-14T09:30:00-04:00,2906.38,2908.3,2895.77,2900.4,60.11135180780841,53.12832304147447,NaN,NaN
2018-09-14T13:30:00-04:00,2900.39,2906.32,2900.33,2904.98,62.47355094231566,53.699819687229116,NaN,NaN
2018-09-17T09:30:00-04:00,2903.83,2904.65,2893.1,2893.98,54.17540208250982,54.323167526908605,NaN,NaN
2018-09-17T13:30:00-04:00,2893.97,2896.86,2886.16,2888.8,50.75641302765994,54.47529727175799,NaN,NaN
2018-09-18T09:30:00-04:00,2890.74,2909.95,2890.43,2905.5,59.607016673155975,55.51620785772278,NaN,NaN
2018-09-18T13:30:00-04:00,2905.5,2911.17,2904.15,2904.31,58.796080337145234,56.466565129119324,NaN,NaN
2018-09-19T09:30:00-04:00,2906.6,2912.36,2903.82,2906.79,60.016910160750285,57.17257468438549,NaN,NaN
2018-09-19T13:30:00-04:00,2906.77,2910.17,2906.17,2907.95,60.60487328891247,58.01685904616004,NaN,NaN
2018-09-20T09:30:00-04:00,2920.33,2932.6,2920.24,2929.63,69.60201414417179,59.03395710578831,NaN,NaN
2018-09-20T13:30:00-04:00,2929.61,2934.8,2929.11,2930.75,69.98340204767045,60.13242456336716,NaN,NaN
2018-09-21T09:30:00-04:00,2936.76,2940.91,2932.7,2934.02,71.12258842227631,61.28344479366523,NaN,NaN
2018-09-21T13:30:00-04:00,2934,2934.37,2927.11,2929.67,67.45505562656331,62.15990739557774,NaN,NaN
2018-09-24T09:30:00-04:00,2921.83,2923.79,2912.63,2915.57,57.16513098510381,61.7877133290476,NaN,NaN
2018-09-24T13:30:00-04:00,2915.58,2921.35,2915.58,2919.37,58.98118982514436,61.48935566937057,NaN,NaN
2018-09-25T09:30:00-04:00,2921.75,2923.95,2915.44,2918.2,58.16353460905859,61.35022586945986,NaN,NaN
2018-09-25T13:30:00-04:00,2918.19,2918.43,2913.7,2915.56,56.26804563800408,60.906975490580464,NaN,NaN
2018-09-26T09:30:00-04:00,2916.98,2925.29,2915.53,2924.04,60.69857278237241,61.372916254856364,NaN,NaN
2018-09-26T13:30:00-04:00,2924.05,2931.15,2903.28,2905.97,49.248751148383704,61.26522612062235,NaN,NaN
2018-09-27T09:30:00-04:00,2911.65,2927.22,2909.27,2923.3,57.52412574253058,61.11644819700626,NaN,NaN
2018-09-27T13:30:00-04:00,2923.31,2923.88,2912.34,2914,52.570198600236644,60.67174235865564,NaN,NaN
2018-09-28T09:30:00-04:00,2910.03,2920.53,2907.5,2916.9,53.903317817582646,60.235057191286536,NaN,NaN
2018-09-28T13:30:00-04:00,2916.9,2919.01,2911.23,2913.98,52.30904012116923,59.642497679304874,NaN,NaN
2018-10-01T09:30:00-04:00,2926.29,2937.06,2926.29,2929.53,59.2253023039526,58.901303976432075,NaN,NaN
2018-10-01T13:30:00-04:00,2929.54,2930.61,2917.91,2924.59,56.42571697031021,57.93289789947777,NaN,NaN
2018-10-02T09:30:00-04:00,2923.8,2931.42,2919.37,2928.71,58.20037139810828,57.00988239775149,NaN,NaN
2018-10-02T13:30:00-04:00,2928.72,2931.07,2919.49,2923.43,55.10308847389284,56.127599029703596,NaN,NaN
2018-10-03T09:30:00-04:00,2931.69,2939.86,2931.69,2936.06,60.51599395132021,56.366946384433334,NaN,NaN
2018-10-03T13:30:00-04:00,2936.07,2937.37,2921.36,2925.51,54.59492593225245,56.05364182065534,NaN,NaN
2018-10-04T09:30:00-04:00,2919.35,2919.78,2887.75,2890.97,40.591853895106674,54.798521769658784,NaN,NaN
2018-10-04T13:30:00-04:00,2890.99,2903.72,2883.92,2901.61,45.250455088013744,54.01155101608804,NaN,NaN
2018-10-05T09:30:00-04:00,2902.54,2909.64,2869.47,2870.88,36.377833161282076,52.27435532886731,NaN,NaN
2018-10-05T13:30:00-04:00,2870.98,2890.42,2869.29,2885.57,42.211167444376045,51.77167077858105,NaN,NaN
2018-10-08T09:30:00-04:00,2877.53,2888.87,2862.08,2865,37.08384795645847,50.311650936718756,NaN,NaN
2018-10-08T13:30:00-04:00,2864.97,2889.45,2864.85,2884.43,44.00297298342703,49.69970624980378,NaN,NaN
2018-10-09T09:30:00-04:00,2882.51,2894.83,2874.27,2883.48,43.749635789980324,48.97444324783219,NaN,NaN
2018-10-09T13:30:00-04:00,2883.48,2888.12,2877.75,2880.34,42.87107456764155,48.300302851151635,NaN,NaN
2018-10-10T09:30:00-04:00,2873.9,2874.02,2829.53,2839.64,33.48477487407966,46.461693749017854,NaN,NaN
2018-10-10T13:30:00-04:00,2839.6,2841.42,2784.86,2785.68,25.510219781469374,44.25344394981494,NaN,NaN
2018-10-11T09:30:00-04:00,2776.87,2795.14,2745.46,2769.86,23.726173934944356,41.791001273874656,NaN,NaN
2018-10-11T13:30:00-04:00,2769.88,2772.96,2710.51,2728.37,19.812740126066473,39.27026210617277,NaN,NaN
2018-10-12T09:30:00-04:00,2770.54,2775.19,2729.44,2744.03,24.851064474215136,36.72276714352241,NaN,NaN
2018-10-12T13:30:00-04:00,2744.03,2775.77,2732.66,2767.13,31.67114921772321,35.08535452105604,NaN,NaN
2018-10-15T09:30:00-04:00,2763.83,2772.17,2749.03,2764.08,31.26765731456814,34.419340479589,NaN,NaN
2018-10-15T13:30:00-04:00,2764.08,2775.99,2750.5,2750.79,29.503817890359002,33.29458067975652,NaN,NaN
2018-10-16T09:30:00-04:00,2768.16,2797.08,2766.91,2797.08,41.81551166006243,33.682986286812266,NaN,NaN
2018-10-16T13:30:00-04:00,2797.07,2813.46,2796.97,2809.92,44.70044870907391,33.86079209143354,NaN,NaN
2018-10-17T09:30:00-04:00,2811.67,2816.94,2781.81,2812.84,45.36390344173773,34.452224626096346,NaN,NaN
2018-10-17T13:30:00-04:00,2813,2816.21,2798,2809.21,44.64678915090467,34.49821149520189,NaN,NaN
2018-10-18T09:30:00-04:00,2802,2806.04,2760.05,2762.6,36.63799970506988,33.99023748913686,NaN,NaN
2018-10-18T13:30:00-04:00,2762.59,2775.45,2755.18,2768.78,38.22039800032113,33.658046305756834,NaN,NaN
2018-10-19T09:30:00-04:00,2775.66,2797.77,2765.11,2779.51,40.97657597191114,34.19317495560193,NaN,NaN
2018-10-19T13:30:00-04:00,2779.5,2780.81,2760.27,2767.78,38.93178266462544,35.15185801868451,NaN,NaN
2018-10-22T09:30:00-04:00,2773.94,2778.94,2749.22,2758.43,37.332592248596434,36.12374504108823,NaN,NaN
2018-10-22T13:30:00-04:00,2758.4,2766.48,2754.81,2755.88,36.887562442836625,37.343375206571814,NaN,NaN
2018-10-23T09:30:00-04:00,2721.03,2734.42,2691.43,2730.38,32.690827429530714,37.90335827480864,NaN,NaN
2018-10-23T13:30:00-04:00,2730.1,2753.59,2720.45,2740.69,35.86778209998303,38.20311776639863,NaN,NaN
2018-10-24T09:30:00-04:00,2737.87,2742.59,2699.05,2702.23,30.150754941806042,38.12333902548705,NaN,NaN
2018-10-24T13:30:00-04:00,2702.2,2710.2,2651.89,2656.1,25.003011329926935,37.80185284259905,NaN,NaN
2018-10-25T09:30:00-04:00,2674.88,2705.4,2667.84,2699.39,36.03924990637873,37.38926271733592,NaN,NaN
2018-10-25T13:30:00-04:00,2699.37,2722.7,2698.46,2705.57,37.4542632646522,36.871678042734366,NaN,NaN
2018-10-26T09:30:00-04:00,2667.86,2692.38,2628.16,2676.79,33.713673617645156,36.0395187695849,NaN,NaN
2018-10-26T13:30:00-04:00,2676.8,2680.61,2641.82,2658.69,31.57771894443239,35.10601375483688,NaN,NaN
2018-10-29T09:30:00-04:00,2682.65,2706.85,2666.46,2673.14,35.11217917230947,34.997026573925424,NaN,NaN
2018-10-29T13:30:00-04:00,2673.2,2682.69,2603.54,2641.25,31.272778986325733,34.50076807292575,NaN,NaN
2018-10-30T09:30:00-04:00,2640.68,2673.82,2635.34,2646.12,32.486874726911154,33.894360841140035,NaN,NaN
2018-10-30T13:30:00-04:00,2645.99,2685.43,2640.54,2682.63,40.91394645905175,34.03594396931335,NaN,NaN
2018-10-31T09:30:00-04:00,2705.6,2731.53,2705.6,2726.73,49.16750677660415,34.881295007028186,NaN,NaN
2018-10-31T13:30:00-04:00,2726.72,2736.69,2710.55,2711.74,46.77570903277435,35.58759119202374,NaN,NaN
2018-11-01T09:30:00-04:00,2717.58,2736.77,2708.85,2736.4,50.998788071882906,36.89530266647746,NaN,NaN
2018-11-01T13:30:00-04:00,2736.41,2741.67,2729.2,2740.37,51.66371619355967,38.02358367316151,NaN,NaN
2018-11-02T09:30:00-04:00,2745.45,2756.55,2700.44,2712.65,46.8802250933798,39.21854582684535,NaN,NaN
2018-11-02T13:30:00-04:00,2712.62,2727.67,2704.91,2723.06,48.797535291084074,40.91815468121372,NaN,NaN
2018-11-05T09:30:00-05:00,2726.37,2734.28,2717.94,2728.95,49.89940014462939,41.90816541251734,NaN,NaN
2018-11-05T13:30:00-05:00,2728.95,2744.27,2728.28,2738.31,51.6789851895548,42.9242169785818,NaN,NaN
2018-11-06T09:30:00-05:00,2738.4,2753.85,2737.08,2750.33,53.94153716009268,44.369064374470916,NaN,NaN
2018-11-06T13:30:00-05:00,2750.32,2756.82,2738.93,2755.45,54.91002176059656,46.03565743276835,NaN,NaN
2018-11-07T09:30:00-05:00,2774.13,2801.46,2774.13,2800.57,62.411143406250794,47.985583449478455,NaN,NaN
2018-11-07T13:30:00-05:00,2800.58,2815.15,2794.37,2813.89,64.29931949860386,50.344622057498285,NaN,NaN
2018-11-08T09:30:00-05:00,2806.38,2814.75,2803.63,2804.75,61.99794483876532,52.45255563691644,NaN,NaN
2018-11-08T13:30:00-05:00,2804.74,2811.82,2794.99,2806.83,62.32838815758662,53.98215861538322,NaN,NaN
2018-11-09T09:30:00-05:00,2794.1,2794.1,2770.49,2773.51,54.19819187520706,54.341493265283425,NaN,NaN
2018-11-09T13:30:00-05:00,2773.46,2790.17,2764.24,2781.01,55.60203679783103,54.97194524850176,NaN,NaN
2018-11-12T09:30:00-05:00,2773.93,2775.99,2732.98,2738.92,46.91197988594203,54.680030378077404,NaN,NaN
2018-11-12T13:30:00-05:00,2738.94,2751.1,2722,2726.22,44.6446693345463,54.17866988814789,NaN,NaN
2018-11-13T09:30:00-05:00,2730.05,2754.6,2719.48,2731,45.708248829101784,54.09495729784231,NaN,NaN
2018-11-13T13:30:00-05:00,2731.02,2739.96,2714.98,2722.18,44.02728718194414,53.7542252900466,NaN,NaN
2018-11-14T09:30:00-05:00,2737.9,2746.8,2697.91,2703.92,40.69089329156107,53.09647480054172,NaN,NaN
2018-11-14T13:30:00-05:00,2703.85,2722.05,2685.75,2701.58,40.269745964851126,52.281529141634316,NaN,NaN
2018-11-15T09:30:00-05:00,2693.52,2718.23,2670.75,2717.89,44.57561203379367,51.61253448975582,NaN,NaN
2018-11-15T13:30:00-05:00,2717.94,2735.38,2711.36,2730.2,47.6434068542671,51.09349056787514,NaN,NaN
2018-11-16T09:30:00-05:00,2718.54,2746.75,2712.16,2730.39,47.6915326175746,50.04208979725541,NaN,NaN
2018-11-16T13:30:00-05:00,2730.39,2743.68,2723.95,2736.27,49.24635886925479,48.96687832373048,NaN,NaN
2018-11-19T09:30:00-05:00,2730.74,2733.16,2685.87,2688.1,39.01514621441316,47.32524985056246,NaN,NaN
2018-11-19T13:30:00-05:00,2688.16,2701.96,2681.09,2690.73,39.75112569875886,45.71258824636048,NaN,NaN
2018-11-20T09:30:00-05:00,2654.6,2669.44,2632.51,2645.94,32.54722544360176,44.16609064410296,NaN,NaN
2018-11-20T13:30:00-05:00,2645.89,2652.32,2631.52,2641.89,31.982816854146677,42.47900350526836,NaN,NaN
2018-11-21T09:30:00-05:00,2657.74,2670.73,2651.26,2665.27,38.60205002529038,41.88543708665039,NaN,NaN
2018-11-21T13:30:00-05:00,2665.25,2667.68,2649.82,2649.93,36.118439175768515,41.27642064673769,NaN,NaN
2018-11-23T09:30:00-05:00,2633.36,2647.55,2631.09,2632.56,33.49084423657999,40.403748890129,NaN,NaN
2018-11-23T13:30:00-05:00,2632.56,2632.56,2632.56,2632.56,33.49084423657999,39.651145822602984,NaN,NaN
2018-11-26T09:30:00-05:00,2649.97,2671.64,2649.97,2659.61,41.21471326468396,39.68856153496891,NaN,NaN
2018-11-26T13:30:00-05:00,2659.65,2674.35,2658.33,2673.45,44.75011176739543,40.008587663722075,NaN,NaN
2018-11-27T09:30:00-05:00,2663.75,2679.05,2655.89,2669.91,44.02085567149571,39.96896220927221,NaN,NaN
2018-11-27T13:30:00-05:00,2669.93,2682.53,2669.93,2682.2,47.23569637785879,39.9398400323859,NaN,NaN
2018-11-28T09:30:00-05:00,2691.45,2726.95,2684.38,2725.66,56.70456038491994,40.58362773005342,NaN,NaN
2018-11-28T13:30:00-05:00,2725.57,2744,2724.71,2743.78,59.933034269945644,41.34696168724563,NaN,NaN
2018-11-29T09:30:00-05:00,2736.97,2741.34,2722.94,2738.7,58.613433712186556,42.74683936565801,NaN,NaN
2018-11-29T13:30:00-05:00,2738.68,2753.75,2737.17,2737.8,58.36823607871043,44.076632964225986,NaN,NaN
2018-11-30T09:30:00-05:00,2737.76,2747.66,2732.76,2741.37,59.09914272502036,45.97319848432732,NaN,NaN
2018-11-30T13:30:00-05:00,2741.37,2760.88,2740.82,2759.99,62.770452268119065,48.17231529961106,NaN,NaN
2018-12-03T09:30:00-05:00,2790.5,2800.18,2773.38,2788.49,67.568893935549,50.241375578915246,NaN,NaN
2018-12-03T13:30:00-05:00,2788.49,2792.63,2774.97,2790.37,67.86314195362219,52.508854348761936,NaN,NaN
2018-12-04T09:30:00-05:00,2782.43,2785.93,2709.8,2714.36,48.64575609214631,53.59134805273096,NaN,NaN
2018-12-04T13:30:00-05:00,2714.41,2730.9,2697.18,2700.06,46.006224122288394,54.485303758852986,NaN,NaN
2018-12-06T09:30:00-05:00,2663.51,2667.51,2621.53,2650.36,38.24007480420731,54.27282958310466,NaN,NaN
2018-12-06T13:30:00-05:00,2650.37,2696.15,2644.75,2695.95,47.067071330804936,54.43832669477677,NaN,NaN
2018-12-07T09:30:00-05:00,2691.26,2708.54,2642.65,2654.27,41.260925249689876,54.24118880750492,NaN,NaN
2018-12-07T13:30:00-05:00,2654.3,2654.43,2623.14,2633.08,38.650485545478084,53.627959462334864,NaN,NaN
2018-12-10T09:30:00-05:00,2630.86,2638.15,2583.23,2615.41,36.572603648590324,52.18996255259704,NaN,NaN
2018-12-10T13:30:00-05:00,2615.38,2647.51,2614.86,2637.72,40.89326825700312,50.829979265958286,NaN,NaN
2018-12-11T09:30:00-05:00,2664.44,2674.35,2632.53,2637.05,40.80337447175542,49.55783217735607,NaN,NaN
2018-12-11T13:30:00-05:00,2637.04,2659.62,2621.3,2636.78,40.76448487409276,48.300421377026225,NaN,NaN
2018-12-12T09:30:00-05:00,2658.23,2685.44,2658.23,2684.06,49.78918934762995,47.63542470721262,NaN,NaN
2018-12-12T13:30:00-05:00,2684.06,2684.28,2650.26,2651.07,44.674702988845354,46.3428711872645,NaN,NaN
2018-12-13T09:30:00-05:00,2658.7,2670.19,2638.89,2643.44,43.56019373769855,44.62796403027518,NaN,NaN
2018-12-13T13:30:00-05:00,2643.47,2655.51,2637.27,2650.54,44.93677589151845,42.990366454410626,NaN,NaN
2018-12-14T09:30:00-05:00,2629.68,2635.07,2606.09,2611.08,39.21245386918339,42.31655915277042,NaN,NaN
2018-12-14T13:30:00-05:00,2611.06,2611.06,2593.84,2599.95,37.751685809797564,41.726949273306786,NaN,NaN
2018-12-17T09:30:00-05:00,2590.75,2601.13,2566.44,2569.66,34.0356485009752,41.426633108790206,NaN,NaN
2018-12-17T13:30:00-05:00,2569.6,2572.67,2530.54,2545.94,31.426827110025513,40.30947280730596,NaN,NaN
2018-12-18T09:30:00-05:00,2559.9,2573.99,2551.45,2562.53,35.16969718426665,39.87438508834716,NaN,NaN
2018-12-18T13:30:00-05:00,2562.5,2562.5,2528.71,2546.16,33.24163993664142,39.48803897343026,NaN,NaN
2018-12-19T09:30:00-05:00,2547.05,2578.05,2544.91,2565.97,37.69315202120392,39.56807814290266,NaN,NaN
2018-12-19T13:30:00-05:00,2565.99,2585.29,2488.96,2506.96,31.05106929958552,38.86506393165854,NaN,NaN
2018-12-20T09:30:00-05:00,2496.77,2509.63,2462.44,2471,27.83243404180739,37.938568186662245,NaN,NaN
2018-12-20T13:30:00-05:00,2471.02,2488.03,2441.18,2467.42,27.526523393661137,36.99299950948856,NaN,NaN
2018-12-21T09:30:00-05:00,2465.38,2504.41,2434.85,2446.63,25.75609040778066,35.27634958521361,NaN,NaN
2018-12-21T13:30:00-05:00,2446.72,2456.63,2408.55,2416.62,23.414998553025157,33.757799268369304,NaN,NaN
2018-12-24T09:30:00-05:00,2400.56,2410.34,2351.1,2351.1,19.292037852746006,32.024359562301264,NaN,NaN
2018-12-26T09:30:00-05:00,2363.12,2414.11,2346.58,2400.45,29.378725300651112,30.91307023438217,NaN,NaN
2018-12-26T13:30:00-05:00,2400.44,2467.76,2400.35,2467.7,40.323894298929666,30.992458836506902,NaN,NaN
2018-12-27T09:30:00-05:00,2442.5,2445.18,2413.54,2418.45,35.93186428194329,30.862471584517316,NaN,NaN
2018-12-27T13:30:00-05:00,2418.45,2489.1,2397.94,2488.83,45.12937767376826,31.654880811145393,NaN,NaN
2018-12-28T09:30:00-05:00,2498.77,2508.13,2472.89,2486.46,44.89564666136784,32.616939350526984,NaN,NaN
2018-12-28T13:30:00-05:00,2486.42,2520.27,2477.29,2485.74,44.81970242875532,33.30622543941903,NaN,NaN
2018-12-31T09:30:00-05:00,2498.94,2509.24,2482.82,2508.2,47.78680638852136,34.34516590026759,NaN,NaN
2018-12-31T13:30:00-05:00,2508.2,2508.48,2486.7,2506.85,47.621055280588976,35.05430184736652,NaN,NaN
2019-01-02T09:30:00-05:00,2476.96,2517.87,2467.47,2515.74,48.87854463646598,36.32769294285798,NaN,NaN
2019-01-02T13:30:00-05:00,2515.71,2519.49,2495.01,2510.03,48.080123223420166,37.77395645583032,NaN,NaN
2019-01-03T09:30:00-05:00,2491.92,2493.14,2447.67,2463.91,42.09850782103149,38.81481248635678,NaN,NaN
2019-01-03T13:30:00-05:00,2463.95,2472.83,2443.96,2447.89,40.22643657398654,39.84840864108577,NaN,NaN
